City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Marystown,CA,2021-03-29 23:28:49,47.1666,-55.1483,37.87,90,97,24.67
296,Morehead,US,2021-03-29 23:28:50,37.2711,-87.1764,61.0,25,1,5.75
297,Tashigang,BT,2021-03-29 23:28:50,27.3331,91.5542,55.45,46,10,5.37
298,Tocopilla,CL,2021-03-29 23:28:50,-22.092,-70.1979,69.33,75,68,9.89
299,Rio Gallegos,AR,2021-03-29 23:28:50,-51.6226,-69.2181,59.0,63,0,8.05
300,Sungaipenuh,ID,2021-03-29 23:28:51,-2.0833,101.3833,63.14,96,90,0.96
301,Karaman,TR,2021-03-29 23:24:44,37.0833,33.25,37.45,54,0,1.48
302,Carros,FR,2021-03-29 23:28:51,43.7894,7.184,55.0,82,0,4.61
303,Samarai,PG,2021-03-29 23:28:51,-10.6167,150.6667,84.24,72,100,10.6
304,Salalah,OM,2021-03-29 23:28:52,17.0151,54.0924,80.6,54,0,4.61
305,Januaria,BR,2021-03-29 23:28:52,-15.4833,-44.3667,79.48,39,27,3.94
306,Nadvoitsy,RU,2021-03-29 23:28:52,63.8667,34.3167,36.19,95,100,21.09
307,Fairbanks,US,2021-03-29 23:26:33,64.8378,-147.7164,35.01,74,90,2.64
308,Poum,NC,2021-03-29 23:28:53,-20.2333,164.0167,79.86,76,100,7.94
309,Zapolyarnyy,RU,2021-03-29 23:28:53,69.4154,30.8136,32.0,93,0,6.91
310,Methven,NZ,2021-03-29 23:28:53,-43.6333,171.65,64.0,78,100,3.22
311,Mount Isa,AU,2021-03-29 23:28:53,-20.7333,139.5,82.4,34,0,16.11
312,Pevek,RU,2021-03-29 23:28:54,69.7008,170.3133,-6.97,95,100,4.03
313,Rocha,UY,2021-03-29 23:28:54,-34.4833,-54.3333,65.21,91,72,11.34
314,Bukavu,CD,2021-03-29 23:28:54,-2.5083,28.8608,62.29,92,97,0.98
315,Slonim,BY,2021-03-29 23:28:55,53.0867,25.3219,44.19,92,100,7.99
316,Sept-Iles,CA,2021-03-29 23:24:01,50.2001,-66.3821,26.6,59,40,25.32
317,Iquitos,PE,2021-03-29 23:28:55,-3.7481,-73.2472,75.2,94,75,3.44
318,Nanortalik,GL,2021-03-29 23:28:55,60.1432,-45.2371,27.66,59,73,5.44
319,Saladoblanco,CO,2021-03-29 23:28:56,1.9924,-76.0434,63.82,94,98,3.04
320,Nishihara,JP,2021-03-29 23:28:56,26.1842,127.7558,73.4,94,90,6.91
321,Warragul,AU,2021-03-29 23:28:56,-38.1667,145.9333,55.99,92,82,1.01
322,Gasa,PS,2021-03-29 23:28:57,31.5,34.4667,52.0,76,0,4.61
323,Labuan,MY,2021-03-29 23:28:57,5.2767,115.2417,77.0,100,20,3.38
324,Doka,SD,2021-03-29 23:28:57,13.5167,35.7667,86.68,28,28,10.04
325,Ust-Maya,RU,2021-03-29 23:28:57,60.4167,134.5333,24.6,95,100,6.73
326,Pangnirtung,CA,2021-03-29 23:28:58,66.1451,-65.7125,13.39,96,100,3.18
327,Ostrovnoy,RU,2021-03-29 23:28:58,68.0531,39.5131,34.5,96,100,23.33
328,Katsuura,JP,2021-03-29 23:28:58,35.1333,140.3,64.0,94,75,3.44
329,Tagab,AF,2021-03-29 23:28:59,34.855,69.6492,42.8,56,0,2.3
330,Port Blair,IN,2021-03-29 23:28:59,11.6667,92.75,80.46,78,95,4.14
331,Lillooet,CA,2021-03-29 23:28:59,50.6856,-121.942,46.4,34,20,10.36
332,Grand Gaube,MU,2021-03-29 23:29:00,-20.0064,57.6608,75.0,84,17,4.45
333,Cape Coast,GH,2021-03-29 23:29:00,5.1053,-1.2466,80.06,87,4,8.25
334,Ancud,CL,2021-03-29 23:29:00,-41.8697,-73.8203,54.0,84,77,4.0
335,Luwuk,ID,2021-03-29 23:29:00,-0.9516,122.7875,79.38,82,99,1.23
336,Kargasok,RU,2021-03-29 23:29:01,59.0556,80.8572,7.21,97,76,9.62
337,Sakakah,SA,2021-03-29 23:25:03,29.9697,40.2064,57.2,19,0,6.91
338,Hamilton,US,2021-03-29 23:29:01,39.1834,-84.5333,57.2,30,1,9.22
339,Acajutla,SV,2021-03-29 23:24:25,13.5928,-89.8275,91.4,35,20,2.3
340,Saryg-Sep,RU,2021-03-29 23:29:02,51.5,95.6,26.44,96,97,1.66
341,Anicuns,BR,2021-03-29 23:29:02,-16.4611,-49.9617,70.16,76,5,0.22
342,Panguna,PG,2021-03-29 23:29:02,-6.3164,155.4848,80.53,59,85,2.21
343,Sao Joao Da Barra,BR,2021-03-29 23:29:02,-21.6403,-41.0511,77.94,89,72,7.76
344,Hofn,IS,2021-03-29 23:29:03,64.2539,-15.2082,28.63,66,1,18.07
345,Hazorasp,UZ,2021-03-29 23:29:03,41.3194,61.0742,42.8,61,0,4.61
346,Teknaf,BD,2021-03-29 23:29:03,20.8624,92.3058,73.11,89,55,4.0
347,Tuensang,IN,2021-03-29 23:29:04,26.2833,94.8333,65.17,30,56,2.89
348,Iqaluit,CA,2021-03-29 23:29:04,63.7506,-68.5145,3.0,78,20,19.57
349,Oshkosh,US,2021-03-29 23:27:16,44.0247,-88.5426,61.0,48,1,25.32
350,Plettenberg Bay,ZA,2021-03-29 23:29:04,-34.0527,23.3716,65.79,72,2,6.04
351,San Juan,AR,2021-03-29 23:29:05,-31.5375,-68.5364,75.29,21,0,10.02
352,Stornoway,GB,2021-03-29 23:29:05,58.2093,-6.3865,52.0,93,90,21.85
353,Prince Rupert,CA,2021-03-29 23:29:05,54.3161,-130.3201,41.0,70,90,5.75
354,Hervey Bay,AU,2021-03-29 23:27:46,-25.2986,152.8535,75.99,79,2,4.0
355,Floro,NO,2021-03-29 23:29:06,61.5996,5.0328,44.6,81,75,19.57
356,Zhezkazgan,KZ,2021-03-29 23:29:06,47.8043,67.7144,23.04,81,100,5.3
357,Half Moon Bay,US,2021-03-29 23:28:06,37.4636,-122.4286,66.99,71,1,8.05
358,Gao,ML,2021-03-29 23:24:30,16.6362,1.637,74.37,11,0,11.59
359,Port Elizabeth,ZA,2021-03-29 23:29:06,-33.918,25.5701,66.2,88,20,12.66
360,Eldorado,BR,2021-03-29 23:29:07,-23.7869,-54.2836,67.68,94,26,6.58
361,Tarnowskie Gory,PL,2021-03-29 23:29:07,50.4455,18.8615,46.99,93,100,3.0
362,Skovorodino,RU,2021-03-29 23:29:07,53.9833,123.9167,12.97,88,52,3.65
363,Ukiah,US,2021-03-29 23:27:31,39.1502,-123.2078,73.4,28,1,5.75
364,Ternate,ID,2021-03-29 23:29:08,0.8,127.4,75.61,90,100,8.34
365,Saint-Pierre,RE,2021-03-29 23:29:08,-21.3393,55.4781,77.0,73,0,5.75
366,Banda Aceh,ID,2021-03-29 23:29:08,5.5577,95.3222,78.4,83,100,11.7
367,Isangel,VU,2021-03-29 23:29:08,-19.55,169.2667,82.4,83,75,5.75
368,Kerema,PG,2021-03-29 23:29:09,-7.9631,145.7785,79.86,83,97,6.51
369,Genc,TR,2021-03-29 23:29:09,38.7507,40.5603,35.22,58,2,6.2
370,Raymondville,US,2021-03-29 23:29:09,26.4815,-97.7831,66.2,72,90,8.05
371,Caravelas,BR,2021-03-29 23:29:10,-17.7125,-39.2481,78.44,73,0,8.19
372,Marondera,ZW,2021-03-29 23:29:10,-18.1853,31.5519,50.45,93,2,6.26
373,Chanika,TZ,2021-03-29 23:29:10,-5.4167,38.0167,68.43,98,100,2.62
374,Centralina,BR,2021-03-29 23:29:10,-18.5839,-49.1994,78.71,54,17,4.34
375,Igarka,RU,2021-03-29 23:29:11,67.4667,86.5833,-18.11,95,33,10.89
376,Alice Springs,AU,2021-03-29 23:25:35,-23.7,133.8833,68.0,49,0,10.36
377,Rawatbhata,IN,2021-03-29 23:29:11,24.9333,75.5833,79.21,15,36,11.74
378,Kiama,AU,2021-03-29 23:29:12,-34.6833,150.8667,68.0,59,55,4.0
379,Flinders,AU,2021-03-29 23:29:12,-34.5833,150.8552,68.0,59,47,4.0
380,Tomakivka,UA,2021-03-29 23:29:12,47.8157,34.7414,39.2,93,40,4.47
381,Gazanjyk,TM,2021-03-29 23:29:12,39.2446,55.5154,48.69,54,3,7.76
382,Svetlaya,RU,2021-03-29 23:29:13,46.5389,138.3297,36.84,97,100,7.2
383,Acurenam,GQ,2021-03-29 23:29:13,1.0322,10.6488,67.01,98,85,0.89
384,Balkhash,KZ,2021-03-29 23:29:13,46.844,74.9804,28.96,60,99,6.98
385,Kalengwa,ZM,2021-03-29 23:29:14,-13.4659,25.0027,59.65,97,9,5.3
386,Rincon,US,2021-03-29 23:29:14,32.296,-81.2354,64.4,32,20,9.22
387,Ixtapa,MX,2021-03-29 23:29:14,20.7,-105.2,77.0,65,1,11.5
388,Lere,NG,2021-03-29 23:29:14,10.387,8.5726,76.64,21,9,7.05
389,Vidim,RU,2021-03-29 23:29:15,56.4088,103.1106,26.38,96,91,5.32
390,Bilibino,RU,2021-03-29 23:29:15,68.0546,166.4372,-4.95,95,99,3.29
391,Launceston,AU,2021-03-29 23:29:15,-41.45,147.1667,55.99,71,98,5.75
392,Petropavlovsk-Kamchatskiy,RU,2021-03-29 23:29:16,53.0452,158.6483,30.2,59,100,4.47
393,San Isidro,PE,2021-03-29 23:29:16,-12.1167,-77.05,73.0,73,0,10.36
394,Mehran,IR,2021-03-29 23:29:16,33.1222,46.1646,39.2,52,0,4.61
395,Kamenka,RU,2021-03-29 23:29:16,51.3223,42.7678,32.0,93,69,7.16
396,Henties Bay,NA,2021-03-29 23:29:17,-22.116,14.2845,61.0,90,3,3.0
397,Port Augusta,AU,2021-03-29 23:29:17,-32.5,137.7667,66.2,82,0,3.15
398,Horsham,GB,2021-03-29 23:29:17,51.064,-0.3272,44.01,93,0,2.3
399,Maceio,BR,2021-03-29 23:29:18,-9.6658,-35.7353,77.0,94,40,4.61
400,Tigil,RU,2021-03-29 23:29:18,57.8,158.6667,23.34,84,100,6.69
401,Doetinchem,NL,2021-03-29 23:29:18,51.95,6.2833,53.01,61,10,1.01
402,Port Hardy,CA,2021-03-29 23:29:19,50.6996,-127.4199,44.6,57,20,14.97
403,Lata,PT,2021-03-29 23:29:19,40.1629,-8.3327,57.99,85,30,4.34
404,Montrose,US,2021-03-29 23:29:19,38.4166,-108.2673,64.0,12,7,11.99
405,Tuatapere,NZ,2021-03-29 23:29:19,-46.1333,167.6833,60.01,91,100,1.01
406,Muroto,JP,2021-03-29 23:28:21,33.2833,134.15,57.2,67,75,5.75
407,Ryotsu,JP,2021-03-29 23:29:20,38.0833,138.4333,55.4,67,75,5.75
408,Umtata,ZA,2021-03-29 23:29:20,-31.5889,28.7844,60.8,94,84,4.61
409,Nova Olimpia,BR,2021-03-29 23:29:20,-14.7972,-57.2881,77.36,75,18,3.22
410,Safaga,EG,2021-03-29 23:29:21,26.7292,33.9365,60.8,48,0,12.66
411,Kawalu,ID,2021-03-29 23:29:21,-7.3817,108.2082,72.3,94,82,1.3
412,Scarborough,GB,2021-03-29 23:29:21,54.2797,-0.4044,53.01,85,0,5.99
413,Banikoara,BJ,2021-03-29 23:28:21,11.2985,2.4386,82.9,16,0,5.14
414,Atbasar,KZ,2021-03-29 23:29:22,51.8,68.3333,15.03,97,95,3.29
415,Bodaybo,RU,2021-03-29 23:29:22,57.8506,114.1933,10.56,94,96,2.44
416,Palauig,PH,2021-03-29 23:29:22,15.435,119.9045,80.47,72,97,2.33
417,Rusape,ZW,2021-03-29 23:29:23,-18.5278,32.1284,52.74,94,3,3.51
418,Seoul,KR,2021-03-29 23:27:40,37.5683,126.9778,42.8,87,12,1.14
419,Myskhako,RU,2021-03-29 23:29:23,44.6714,37.7433,44.01,75,100,8.95
420,Kampot,KH,2021-03-29 23:29:23,10.6167,104.1833,80.6,78,20,6.91
421,Romny,UA,2021-03-29 23:29:24,50.751,33.4747,34.79,78,4,5.91
422,Gayny,RU,2021-03-29 23:29:24,60.3071,54.3241,31.71,91,100,4.27
423,Lahat,ID,2021-03-29 23:29:24,-3.8,103.5333,71.44,98,84,2.53
424,Matadi,CD,2021-03-29 23:29:25,-5.8167,13.45,76.06,97,85,3.4
425,Tupelo,US,2021-03-29 23:26:18,34.2576,-88.7034,68.0,28,1,8.05
426,Morant Bay,JM,2021-03-29 23:24:52,17.8815,-76.4093,82.4,69,20,27.63
427,Lobau,DE,2021-03-29 23:29:10,51.1,14.6667,52.0,59,78,5.01
428,Mogadishu,SO,2021-03-29 23:29:25,2.0371,45.3438,80.74,84,15,13.04
429,Vao,NC,2021-03-29 23:29:20,-22.6667,167.4833,79.02,65,100,7.31
430,Santa Vitoria Do Palmar,BR,2021-03-29 23:28:16,-33.5189,-53.3681,66.96,87,30,16.58
431,Mugumu,TZ,2021-03-29 23:29:25,-1.85,34.7,58.89,95,100,3.22
432,Trairi,BR,2021-03-29 23:29:26,-3.2778,-39.2689,75.7,91,47,5.23
433,Bumbuna,SL,2021-03-29 23:25:15,9.05,-11.7333,75.51,87,99,2.71
434,Ambulu,ID,2021-03-29 23:29:26,-8.345,113.6058,76.57,91,76,2.48
435,Itoman,JP,2021-03-29 23:29:26,26.1247,127.6694,73.4,94,75,3.44
436,Kloulklubed,PW,2021-03-29 23:29:27,7.0419,134.2556,82.4,78,75,6.91
437,Marion,US,2021-03-29 23:29:19,39.7684,-86.1555,57.2,33,40,18.41
438,Maningrida,AU,2021-03-29 23:29:27,-12.0667,134.2667,77.27,89,98,7.36
439,Carauari,BR,2021-03-29 23:29:27,-4.8828,-66.8958,75.87,90,47,1.45
440,Sitka,US,2021-03-29 23:29:28,57.0531,-135.33,39.2,93,90,3.44
441,Los Banos,PH,2021-03-29 23:29:28,14.1667,121.1833,82.99,65,40,3.44
442,Rurrenabaque,BO,2021-03-29 23:29:28,-14.4413,-67.5278,84.2,94,75,1.48
443,Moyale,KE,2021-03-29 23:29:29,3.5167,39.0584,73.45,42,50,7.67
444,Gewane,ET,2021-03-29 23:29:29,10.1664,40.6453,78.49,31,29,1.19
445,Fethiye,TR,2021-03-29 23:29:29,36.6217,29.1164,50.0,81,0,5.75
446,Sao Filipe,CV,2021-03-29 23:29:29,14.8961,-24.4956,69.26,74,75,12.46
447,Grand-Santi,GF,2021-03-29 23:29:30,4.25,-54.3833,73.36,97,99,3.13
448,Lucapa,AO,2021-03-29 23:29:30,-8.4192,20.7447,63.55,96,31,1.03
449,Harper,LR,2021-03-29 23:29:30,4.375,-7.7169,78.64,87,22,4.65
450,Izhma,RU,2021-03-29 23:29:31,65.0083,53.9113,33.76,92,100,5.64
451,Tubuala,PA,2021-03-29 23:29:31,9.5167,-79.0333,91.4,49,20,13.8
452,Walvis Bay,NA,2021-03-29 23:29:31,-22.9575,14.5053,61.0,82,0,2.3
453,Boissevain,CA,2021-03-29 23:29:31,49.2306,-100.0559,41.0,56,90,31.07
454,Esperance,AU,2021-03-29 23:29:32,-33.8667,121.9,82.4,24,89,17.27
455,Jackson,US,2021-03-29 23:29:13,42.4165,-122.8345,55.4,26,1,10.36
456,Marsh Harbour,BS,2021-03-29 23:29:32,26.5412,-77.0636,76.84,72,99,6.35
457,Labuhan,ID,2021-03-29 23:29:32,-6.8844,112.2051,77.43,90,64,6.76
458,Atambua,ID,2021-03-29 23:29:33,-9.1061,124.8925,72.5,90,100,6.15
459,Villamontes,BO,2021-03-29 23:29:33,-21.25,-63.5,65.35,67,100,1.57
460,Alice,US,2021-03-29 23:29:33,27.7523,-98.0697,71.6,52,90,10.36
461,Rawson,AR,2021-03-29 23:26:37,-43.3002,-65.1023,64.71,58,5,15.17
462,General Roca,AR,2021-03-29 23:29:34,-39.0333,-67.5833,75.2,29,0,5.75
463,Santiago Del Estero,AR,2021-03-29 23:29:34,-27.7951,-64.2615,69.53,62,0,5.55
464,Victoria,HK,2021-03-29 23:25:21,22.2855,114.1577,78.01,86,24,1.01
465,Saint-Augustin,CA,2021-03-29 23:29:35,51.226,-58.6502,32.88,98,100,23.06
466,Diapaga,BF,2021-03-29 23:29:35,12.0708,1.7889,82.76,14,0,7.02
467,Tiarei,PF,2021-03-29 23:29:14,-17.5333,-149.3333,87.8,58,40,3.44
468,Kihei,US,2021-03-29 23:29:35,20.785,-156.4656,80.6,61,40,8.05
469,Ada,US,2021-03-29 23:29:35,43.4166,-116.1262,46.4,25,90,19.57
470,Dakar,SN,2021-03-29 23:29:27,14.6937,-17.4441,64.4,94,0,6.91
471,High Rock,BS,2021-03-29 23:29:36,26.6208,-78.2833,78.8,69,75,4.61
472,Bowling Green,US,2021-03-29 23:29:36,36.9903,-86.4436,62.6,29,1,6.91
473,Najran,SA,2021-03-29 23:29:36,17.4924,44.1277,66.2,30,2,2.3
474,Teya,RU,2021-03-29 23:29:37,60.3778,92.6267,6.51,99,100,1.3
475,Luau,AO,2021-03-29 23:29:37,-10.7073,22.2247,63.09,97,88,3.24
476,Lebyazhye,RU,2021-03-29 23:29:37,55.2689,66.4947,-1.66,99,67,4.76
477,Auki,SB,2021-03-29 23:29:38,-8.7676,160.7034,85.82,62,30,1.39
478,Puebloviejo,CO,2021-03-29 23:29:38,10.9938,-74.2844,93.0,68,88,14.0
479,Mo I Rana,NO,2021-03-29 23:29:38,66.3128,14.1428,37.99,92,100,3.0
480,Zeya,RU,2021-03-29 23:29:38,53.75,127.2667,27.14,78,95,3.76
481,Manadhoo,MV,2021-03-29 23:29:39,5.7667,73.3833,82.0,70,100,15.82
482,Camacupa,AO,2021-03-29 23:29:39,-12.0167,17.4833,62.08,98,100,1.01
483,Hunterville,NZ,2021-03-29 23:29:39,-39.9333,175.5667,75.99,65,100,10.0
484,Buala,SB,2021-03-29 23:25:09,-8.145,159.5921,85.06,67,15,3.56
485,Pemba,MZ,2021-03-29 23:29:40,-12.974,40.5178,77.0,94,20,8.05
486,Timizart,DZ,2021-03-29 23:29:40,36.8,4.2667,59.04,36,13,6.64
487,Shingu,JP,2021-03-29 23:29:40,33.7333,135.9833,60.8,63,75,2.3
488,Dasoguz,TM,2021-03-29 23:29:41,41.8363,59.9666,37.4,75,0,6.91
489,Dalhousie,IN,2021-03-29 23:29:41,32.5333,75.9833,50.58,38,10,9.35
490,Wembley,AU,2021-03-29 23:29:41,-31.9333,115.8,73.0,83,28,6.91
491,Bazarnyy Karabulak,RU,2021-03-29 23:29:42,52.2683,46.4144,16.25,99,57,4.47
492,Sangar,RU,2021-03-29 23:29:42,63.9242,127.4739,11.14,92,91,2.13
493,Belaya Gora,RU,2021-03-29 23:29:42,68.5333,146.4167,4.98,91,79,3.44
494,Matagami,CA,2021-03-29 23:29:42,49.7502,-77.6328,26.6,50,1,4.61
495,Murindo,CO,2021-03-29 23:29:43,6.9848,-76.7544,77.76,92,96,2.24
496,Turayf,SA,2021-03-29 23:29:43,31.6725,38.6637,51.8,32,0,11.5
497,Jinchang,CN,2021-03-29 23:29:43,38.4953,102.1739,45.32,35,81,4.52
498,Chernushka,RU,2021-03-29 23:29:44,56.5072,56.0766,31.3,96,100,3.62
499,Aksu,CN,2021-03-29 23:29:44,41.1231,80.2644,45.86,60,54,3.31
500,Koulikoro,ML,2021-03-29 23:29:44,14.0,-7.75,78.8,10,2,8.7
501,Bima,ID,2021-03-29 23:29:44,-8.4667,118.7167,77.13,94,99,3.62
502,Mitchell,US,2021-03-29 23:29:45,43.7094,-98.0298,64.4,32,75,31.07
503,Vila Velha,BR,2021-03-29 23:27:52,-20.3297,-40.2925,80.6,74,0,5.75
504,Sarai Mir,IN,2021-03-29 23:29:45,26.0167,82.9167,76.33,20,0,5.21
505,Quatre Cocos,MU,2021-03-29 23:29:46,-20.2078,57.7625,75.0,94,20,5.75
506,Shubarshi,KZ,2021-03-29 23:29:46,48.5872,57.1869,30.51,97,100,4.0
507,Casablanca,MA,2021-03-29 23:29:46,33.5928,-7.6192,66.2,88,40,3.44
508,Gamboma,CG,2021-03-29 23:29:46,-1.8764,15.8644,73.02,91,66,2.75
509,Tottori,JP,2021-03-29 23:29:24,35.5,134.2333,55.4,88,90,4.61
510,Katherine,AU,2021-03-29 23:29:47,-14.4667,132.2667,77.0,78,81,11.5
511,Kavaratti,IN,2021-03-29 23:29:47,10.5669,72.642,82.35,74,100,10.18
512,Karaidel,RU,2021-03-29 23:29:48,55.8337,56.9069,28.9,98,100,2.42
513,Teguldet,RU,2021-03-29 23:29:48,57.3064,88.1667,20.44,93,100,8.61
514,Moron,AR,2021-03-29 23:29:48,-34.6534,-58.6198,71.01,74,74,5.39
515,Nanchong,CN,2021-03-29 23:29:49,30.7951,106.0847,65.03,68,100,2.86
516,Dongsheng,CN,2021-03-29 23:29:49,39.8161,109.9776,42.76,36,100,4.41
517,Burnie,AU,2021-03-29 23:28:07,-41.0667,145.9167,56.17,59,95,5.75
518,Coari,BR,2021-03-29 23:29:49,-4.085,-63.1414,75.38,95,75,2.53
519,Taguatinga,BR,2021-03-29 23:29:50,-12.3857,-46.5711,78.15,60,76,2.24
520,Takehara,JP,2021-03-29 23:29:50,34.3383,132.9167,55.4,67,20,2.3
521,Vallenar,CL,2021-03-29 23:29:50,-28.5708,-70.7581,70.25,48,0,3.67
522,Xuddur,SO,2021-03-29 23:29:51,4.1213,43.8894,75.24,71,29,15.32
523,Pamplona,ES,2021-03-29 23:29:51,42.8169,-1.6432,59.0,36,0,9.22
524,Reading,GB,2021-03-29 23:29:51,51.4562,-0.9711,44.6,87,0,5.75
525,Brae,GB,2021-03-29 23:29:21,60.3964,-1.353,42.8,100,90,2.3
526,Nuuk,GL,2021-03-29 23:29:52,64.1835,-51.7216,30.2,59,75,23.02
527,Lavrentiya,RU,2021-03-29 23:29:52,65.5833,-171.0,14.58,87,99,12.57
528,Udachnyy,RU,2021-03-29 23:29:52,66.4167,112.4,14.5,94,100,3.33
529,Port Keats,AU,2021-03-29 23:29:52,-14.25,129.55,78.31,70,97,8.03
530,Liuhe,CN,2021-03-29 23:29:53,42.2401,125.7172,38.79,40,1,4.88
531,Keflavik,IS,2021-03-29 23:29:53,64.0049,-22.5624,30.2,69,0,20.71
532,Nadezhda,RU,2021-03-29 23:29:53,44.1,44.6,40.08,76,64,5.91
533,Vasterhaninge,SE,2021-03-29 23:29:54,59.1167,18.1,51.01,87,100,9.22
534,Bathsheba,BB,2021-03-29 23:29:54,13.2167,-59.5167,78.8,65,40,19.57
535,Mitsamiouli,KM,2021-03-29 23:29:54,-11.3847,43.2844,82.89,67,16,5.7
536,Roma,US,2021-03-29 23:29:54,43.2128,-75.4557,37.99,48,1,9.22
537,Santa Cruz,BO,2021-03-29 23:29:55,-17.8,-63.1667,71.6,78,62,11.5
538,Gizo,SB,2021-03-29 23:25:09,-8.103,156.8419,83.91,69,87,1.66
539,Yarovoye,RU,2021-03-29 23:29:55,52.9273,78.58,17.91,90,92,16.89
540,Whitehorse,CA,2021-03-29 23:26:12,60.7161,-135.0538,32.0,43,75,4.61
541,Ouallam,NE,2021-03-29 23:29:56,14.3188,2.0866,79.79,12,0,10.96
542,Saint-Denis,FR,2021-03-29 23:29:56,48.9167,2.3333,59.0,58,0,4.61
543,Te Horo,NZ,2021-03-29 23:29:56,-40.8084,175.1233,70.0,87,100,6.02
544,Zhangye,CN,2021-03-29 23:29:56,38.9342,100.4517,45.75,34,91,6.85
545,Punta De Bombon,PE,2021-03-29 23:29:57,-17.1717,-71.7931,70.36,77,57,6.55
546,Amga,RU,2021-03-29 23:29:57,60.8953,131.9608,20.35,94,100,6.67
547,Gamba,GA,2021-03-29 23:29:57,-2.65,10.0,76.1,88,89,2.04
548,Songea,TZ,2021-03-29 23:29:58,-10.6833,35.65,63.3,98,99,3.51
549,Calama,CL,2021-03-29 23:29:58,-22.4667,-68.9333,68.0,15,0,18.41
550,Pontian Kecil,MY,2021-03-29 23:29:58,1.4801,103.3899,73.99,100,20,2.3
551,Anadyr,RU,2021-03-29 23:29:59,64.75,177.4833,8.6,78,75,8.95
552,Mayo,US,2021-03-29 23:29:59,38.8876,-76.5119,55.99,44,1,4.61
553,Newport,GB,2021-03-29 23:29:59,51.5877,-2.9984,46.99,93,0,4.68
554,Lakes Entrance,AU,2021-03-29 23:30:00,-37.8811,147.981,62.01,62,82,1.01
555,Hay River,CA,2021-03-29 23:28:49,60.8156,-115.7999,5.0,51,99,9.22
556,Tiznit,MA,2021-03-29 23:30:00,29.5833,-9.5,59.68,63,0,1.66
557,Ilulissat,GL,2021-03-29 23:30:00,69.2167,-51.1,17.6,49,40,20.71
558,Sao Jose Da Coroa Grande,BR,2021-03-29 23:30:01,-8.8978,-35.1478,79.0,83,42,7.92
559,Snasa,NO,2021-03-29 23:30:01,64.2457,12.3778,39.07,77,96,17.36
560,Deniliquin,AU,2021-03-29 23:30:01,-35.5333,144.9667,57.0,71,25,1.99
561,Domoni,KM,2021-03-29 23:30:02,-12.2569,44.5319,80.69,77,42,8.99
562,Sinnamary,GF,2021-03-29 23:30:02,5.3833,-52.95,77.61,86,93,14.54
563,Basco,PH,2021-03-29 23:30:02,20.4487,121.9702,80.62,80,60,11.88
564,Ahuimanu,US,2021-03-29 23:30:03,21.4447,-157.8378,80.6,69,75,11.5
565,Shebunino,RU,2021-03-29 23:30:03,46.4339,141.8603,38.48,93,100,19.1
566,Kaiyuan,CN,2021-03-29 23:30:03,23.6977,103.3037,65.43,38,9,4.54
567,Hovd,MN,2021-03-29 23:30:04,48.0056,91.6419,30.6,40,78,7.56
568,Aykhal,RU,2021-03-29 23:30:04,66.0,111.5,19.42,94,100,4.29
569,Imeni Poliny Osipenko,RU,2021-03-29 23:30:04,52.4201,136.4853,29.28,88,100,16.33
570,Suntar,RU,2021-03-29 23:30:04,62.1444,117.6319,16.81,91,93,4.05
571,Nouadhibou,MR,2021-03-29 23:30:05,20.931,-17.0347,64.4,88,18,14.97
572,Ust-Tsilma,RU,2021-03-29 23:30:05,65.441,52.1498,34.34,96,100,8.12
573,Vila Franca Do Campo,PT,2021-03-29 23:30:05,37.7167,-25.4333,60.8,88,75,16.11
574,Todos Santos,MX,2021-03-29 23:30:06,23.45,-110.2167,75.99,50,94,1.01
575,Praia Da Vitoria,PT,2021-03-29 23:30:06,38.7333,-27.0667,57.99,88,40,14.7
576,Gusau,NG,2021-03-29 23:28:07,12.1628,6.6614,79.48,15,0,12.73
577,Kysyl-Syr,RU,2021-03-29 23:30:06,63.8986,122.7617,15.93,96,95,2.86
578,Mayumba,GA,2021-03-29 23:29:53,-3.432,10.6554,77.85,86,95,2.71
579,Krasnogorodsk,RU,2021-03-29 23:30:07,56.8357,28.2822,43.34,88,100,12.73
580,Comarapa,BO,2021-03-29 23:30:07,-17.9,-64.4833,55.27,96,100,2.01
581,Apomu,NG,2021-03-29 23:30:07,7.3333,4.1833,80.6,89,20,5.75
